source_name,source_party,source_state,target_name,target_party,target_state,distance
Kristina Shelton,Democratic,wi,Neil Breslin,Democratic,ny,0.0
Cristina Pacione-Zayas,Democratic,il,Anthony Rodriguez,Republican,fl,0.0
Cristina Pacione-Zayas,Democratic,il,Geraldine Valentino-Smith,Democratic,md,0.0
Cristina Pacione-Zayas,Democratic,il,James Morefield,Republican,va,0.0
Cristina Pacione-Zayas,Democratic,il,Angie Hatton,Democratic,ky,0.0
Cristina Pacione-Zayas,Democratic,il,Neil Breslin,Democratic,ny,0.0
Eric Wimberger,Republican,wi,Anthony Rodriguez,Republican,fl,0.0
Eric Wimberger,Republican,wi,Geraldine Valentino-Smith,Democratic,md,0.0
Eric Wimberger,Republican,wi,James Morefield,Republican,va,0.0
Eric Wimberger,Republican,wi,Angie Hatton,Democratic,ky,0.0
Eric Wimberger,Republican,wi,Neil Breslin,Democratic,ny,0.0
Samba Baldeh,Democratic,wi,Anthony Rodriguez,Republican,fl,0.0
Samba Baldeh,Democratic,wi,Geraldine Valentino-Smith,Democratic,md,0.0
Samba Baldeh,Democratic,wi,James Morefield,Republican,va,0.0
Samba Baldeh,Democratic,wi,Angie Hatton,Democratic,ky,0.0
Samba Baldeh,Democratic,wi,Neil Breslin,Democratic,ny,0.0
Vanna Howard,Democratic,ma,Anthony Rodriguez,Republican,fl,0.0
Vanna Howard,Democratic,ma,Geraldine Valentino-Smith,Democratic,md,0.0
Vanna Howard,Democratic,ma,James Morefield,Republican,va,0.0
Vanna Howard,Democratic,ma,Angie Hatton,Democratic,ky,0.0
Vanna Howard,Democratic,ma,Neil Breslin,Democratic,ny,0.0
Craig Zucker,Democratic,md,Delores G. Kelley,Democratic,md,0.041506779673852606
Craig Zucker,Democratic,md,Malcolm L. Augustine,Democratic,md,0.04336265469591302
Craig Zucker,Democratic,md,Darryl Barnes,Democratic,md,0.043850382549076215
Craig Zucker,Democratic,md,Bonnie Cullison,Democratic,md,0.04554493313834313
Shemia Fagan,Democratic,OR,Jason Dockter,Republican,nd,0.03319250185760734
Bob Mensch,Republican,pa,Anthony Rodriguez,Republican,fl,0.0
Bob Mensch,Republican,pa,Geraldine Valentino-Smith,Democratic,md,0.0
Bob Mensch,Republican,pa,James Morefield,Republican,va,0.0
Bob Mensch,Republican,pa,Angie Hatton,Democratic,ky,0.0
Bob Mensch,Republican,pa,Neil Breslin,Democratic,ny,0.0
Julia Kirt,Democratic,ok,De'Keither Stamps,Democratic,ms,0.14455985076092634
Paul Boyer,Republican,az,Brian Bosma,Republican,IN,0.14269377340740824
Jordan Hill,Republican,WV,Anthony Rodriguez,Republican,fl,0.0
Jordan Hill,Republican,WV,Geraldine Valentino-Smith,Democratic,md,0.0
Jordan Hill,Republican,WV,James Morefield,Republican,va,0.0
Jordan Hill,Republican,WV,Angie Hatton,Democratic,ky,0.0
Jordan Hill,Republican,WV,Neil Breslin,Democratic,ny,0.0
David Luneau,Democratic,nh,Michelle St. John,Democratic,NH,0.13794625671761404
Rick Brattin,Republican,mo,Bob Onder,Republican,mo,0.05080072536641721
Rick Brattin,Republican,mo,Robert Ross,Republican,MO,0.08560545274047915
Rick Brattin,Republican,mo,Eric Burlison,Republican,mo,0.08654262995983618
Rick Brattin,Republican,mo,Nick Schroer,Republican,mo,0.09925916485270211
Nick Bain,Republican,ms,Michael Johnson,Democratic,mo,0.08316608495870961
Nick Bain,Republican,ms,Joel Carter,Republican,ms,0.08452727441037977
Nick Bain,Republican,ms,Chad McMahan,Republican,ms,0.0937208463789281
Nick Bain,Republican,ms,J. Walter Michel,Republican,ms,0.10318733482990766
Donovan Dela Cruz,Democratic,hi,Anthony Rodriguez,Republican,fl,0.0
Donovan Dela Cruz,Democratic,hi,Geraldine Valentino-Smith,Democratic,md,0.0
Donovan Dela Cruz,Democratic,hi,James Morefield,Republican,va,0.0
Donovan Dela Cruz,Democratic,hi,Angie Hatton,Democratic,ky,0.0
Donovan Dela Cruz,Democratic,hi,Neil Breslin,Democratic,ny,0.0
Aaron Michlewitz,Democratic,ma,Michael Day,Democratic,ma,0.002909860387305974
Aaron Michlewitz,Democratic,ma,"William ""Smitty"" Pignatelli",Democratic,ma,0.020317293851077743
Aaron Michlewitz,Democratic,ma,Cynthia Stone Creem,Democratic,ma,0.027454769279259213
Aaron Michlewitz,Democratic,ma,Danillo Sena,Democratic,ma,0.027477878090021095
Chris Eaton,Democratic,mn,Melissa Hortman,Democratic,mn,0.05314404897268973
Chris Eaton,Democratic,mn,Fue Lee,Democratic,mn,0.06902652497594981
Chris Eaton,Democratic,mn,Raymond Dehn,Democratic,MN,0.07283332939657484
Chris Eaton,Democratic,mn,Gayle Goldin,Democratic,ri,0.07802072734744059
Sean Lynn,Democratic,de,Anthony Rodriguez,Republican,fl,0.0
Sean Lynn,Democratic,de,Geraldine Valentino-Smith,Democratic,md,0.0
Sean Lynn,Democratic,de,James Morefield,Republican,va,0.0
Sean Lynn,Democratic,de,Angie Hatton,Democratic,ky,0.0
Sean Lynn,Democratic,de,Neil Breslin,Democratic,ny,0.0
Yvonne Lewis Holley,Democratic,NC,Dan Daley,Democratic,fl,0.0016246464258699426
Yvonne Lewis Holley,Democratic,NC,Kelly Alexander,Democratic,nc,0.002263323152296861
Yvonne Lewis Holley,Democratic,NC,Joe Geller,Democratic,fl,0.028726573159140952
Yvonne Lewis Holley,Democratic,NC,Brian Farkas,Democratic,nc,0.05330596736228472
Liz Bennett,Democratic,ia,Anne Claflin,Democratic,MN,0.041286617877973775
Liz Bennett,Democratic,ia,Rick Hansen,Democratic,mn,0.0570084930961027
Liz Bennett,Democratic,ia,Jeanne Poppe,Democratic,MN,0.07004970858463794
Liz Bennett,Democratic,ia,Art Staed,Democratic,ia,0.0839564622402748
Brian Egolf,Democratic,nm,Karlee Provenza,Democratic,wy,0.13019033323934764
Brian Egolf,Democratic,nm,Mark Hass,Democratic,OR,0.14404685273030834
John Torbett,Republican,nc,Todd Johnson,Republican,nc,0.06432930803978483
John Torbett,Republican,nc,Michael J. Grant,Republican,fl,0.11324481493473952
John Torbett,Republican,nc,Ana Maria Rodriguez,Republican,fl,0.13424490480280205
John Torbett,Republican,nc,Garland E. Pierce,Democratic,nc,0.14220451069260923
Bob Hasegawa,Democratic,wa,Anthony Rodriguez,Republican,fl,0.0
Bob Hasegawa,Democratic,wa,Geraldine Valentino-Smith,Democratic,md,0.0
Bob Hasegawa,Democratic,wa,James Morefield,Republican,va,0.0
Bob Hasegawa,Democratic,wa,Angie Hatton,Democratic,ky,0.0
Bob Hasegawa,Democratic,wa,Neil Breslin,Democratic,ny,0.0
Chris McDaniel,Republican,ms,Chris Brown,Republican,ms,0.021389573647056136
Chris McDaniel,Republican,ms,Drew Dennert,Republican,sd,0.05801300538135291
Chris McDaniel,Republican,ms,Martin Carbaugh,Republican,in,0.11507913833997088
Chris McDaniel,Republican,ms,Steven Wayne Long,Republican,sc,0.11568140478133539
Duane Stark,Republican,or,Ronnie W. Cromer,Republican,sc,0.14098217573141078
Bill Sandifer III,Republican,sc,Jonathon D. Hill,Republican,sc,0.12961546553738532
Christine Morse,Democratic,mi,Anthony Rodriguez,Republican,fl,0.0
Christine Morse,Democratic,mi,Geraldine Valentino-Smith,Democratic,md,0.0
Christine Morse,Democratic,mi,James Morefield,Republican,va,0.0
Christine Morse,Democratic,mi,Angie Hatton,Democratic,ky,0.0
Christine Morse,Democratic,mi,Neil Breslin,Democratic,ny,0.0
Fred Akshar,Republican,ny,Michael Cusick,Democratic,ny,0.14924183770750923
Lewis H. Moore,Republican,OK,Becky Currie,Republican,ms,0.031054638819204162
Lewis H. Moore,Republican,OK,A. Shane Massey,Republican,sc,0.03340130042115151
Lewis H. Moore,Republican,OK,Carolyn Crawford,Republican,ms,0.04555190853319554
Lewis H. Moore,Republican,OK,Jim DuPlessis,Republican,ky,0.04908012275916128
Allen Farley,Republican,al,Greg McCortney,Republican,ok,0.07623504496041182
Allen Farley,Republican,al,Chris Blackshear,Republican,al,0.09413799970085669
Allen Farley,Republican,al,Tim McGinnis,Republican,sc,0.09770219626901122
Allen Farley,Republican,al,Kyle South,Republican,al,0.10012503210276373
Ozzie Fumo,Democratic,NV,Doug Beck,Democratic,mo,0.020518262634192735
Ozzie Fumo,Democratic,NV,Howard Watts III,Democratic,nv,0.02822738434693529
Ozzie Fumo,Democratic,NV,Selena Torres,Democratic,nv,0.03826044998549503
Ozzie Fumo,Democratic,NV,Sandra Jauregui,Democratic,nv,0.04323395757004872
Fabian Do<d0>ate,Democratic,nv,Brian Williams,Democratic,mo,0.14051127779802855
Alonzo Baldonado,Republican,nm,John Fillmore,Republican,az,0.08860026237899728
Louise Alexander,Democratic,al,Anthony Rodriguez,Republican,fl,0.0
Louise Alexander,Democratic,al,Geraldine Valentino-Smith,Democratic,md,0.0
Louise Alexander,Democratic,al,James Morefield,Republican,va,0.0
Louise Alexander,Democratic,al,Angie Hatton,Democratic,ky,0.0
Louise Alexander,Democratic,al,Neil Breslin,Democratic,ny,0.0
Dylan Fernandes,Democratic,ma,Robert Merski,Democratic,pa,0.03128699746774542
Dylan Fernandes,Democratic,ma,Rob Consalvo,Democratic,ma,0.045836817875035504
Dylan Fernandes,Democratic,ma,Kevin Honan,Democratic,ma,0.05375035737604656
Dylan Fernandes,Democratic,ma,Roland Lemar,Democratic,ct,0.057506677364324126
Jason Dunnington,Democratic,OK,David Yates,Democratic,ky,0.003989042403704234
Jason Dunnington,Democratic,OK,Susan Westrom,Democratic,ky,0.004628966564009565
Jason Dunnington,Democratic,OK,Vincent A. Sheheen,Democratic,SC,0.016388616434151237
Jason Dunnington,Democratic,OK,Russell Ott,Democratic,sc,0.030017256865065903
Bob Wieckowski,Democratic,ca,Reggie Jones-Sawyer,Democratic,ca,0.06755420643431718
Bob Wieckowski,Democratic,ca,Kimberly Jean-Pierre,Democratic,ny,0.12360522528775633
Bob Wieckowski,Democratic,ca,Hannah-Beth Jackson,Democratic,CA,0.13814088545767286
Chris Paddie,Republican,tx,John N. Raney,Republican,tx,0.0
Chris Paddie,Republican,tx,Todd Ames Hunter,Republican,tx,0.0
Chris Paddie,Republican,tx,Angie Chen Button,Republican,tx,0.0
Chris Paddie,Republican,tx,Drew Darby,Republican,tx,0.0
Chris Paddie,Republican,tx,Drew Springer Jr.,Republican,tx,1.4901161193847656e-08
Barrow Peacock,Republican,la,Scott Fetgatter,Republican,ok,0.13828631474099456
Barrow Peacock,Republican,la,Jean-Paul Coussan,Republican,la,0.14593692453742588
Timothy Kennedy,Democratic,ny,William Conrad,Democratic,ny,0.04001021413122559
Timothy Kennedy,Democratic,ny,Crystal Peoples-Stokes,Democratic,ny,0.04554742181528838
Timothy Kennedy,Democratic,ny,John F. Keenan,Democratic,ma,0.06627709379175406
Anna Kelles,Democratic,ny,Stephanie Chang,Democratic,mi,0.06115619785237837
Anna Kelles,Democratic,ny,Dave Min,Democratic,ca,0.06506648530385363
Anna Kelles,Democratic,ny,Jessica Gonz<87>lez-Rojas,Democratic,ny,0.08360884666163203
Anna Kelles,Democratic,ny,Alessandra Biaggi,Democratic,ny,0.10187861903112004
Pam DeLissio,Democratic,pa,Kimberly A. Lightford,Democratic,il,0.1307734431193747
Chris Edwards,Republican,NV,Bill Eigel,Republican,mo,0.019079224532420787
Chris Edwards,Republican,NV,Curtis Trent,Republican,mo,0.041769049086160095
Chris Edwards,Republican,NV,Andrew Koenig,Republican,mo,0.04397494257187626
Chris Edwards,Republican,NV,Dave Schatz,Republican,mo,0.04697210975148321
Kristen Arrington,Democratic,fl,Oscar Braynon,Democratic,FL,0.014310190793119919
Kristen Arrington,Democratic,fl,Paul A. Lowe Jr.,Democratic,nc,0.014347706253306279
Kristen Arrington,Democratic,fl,Roger Bruce,Democratic,ga,0.02465881926735134
Kristen Arrington,Democratic,fl,Janet Cruz,Democratic,fl,0.029773771254667323
Douglas Miller,Republican,in,"Douglas Swearingen, Jr.",Republican,oh,0.14523606771968725
Nicholas Duran,Democratic,fl,Anthony Rodriguez,Republican,fl,0.0
Nicholas Duran,Democratic,fl,Geraldine Valentino-Smith,Democratic,md,0.0
Nicholas Duran,Democratic,fl,James Morefield,Republican,va,0.0
Nicholas Duran,Democratic,fl,Angie Hatton,Democratic,ky,0.0
Nicholas Duran,Democratic,fl,Neil Breslin,Democratic,ny,0.0
Jo Doll,Democratic,mo,Chris Brooks,Democratic,nv,0.07167494552899226
Jo Doll,Democratic,mo,Connie Munk,Democratic,NV,0.08762978135491903
Jo Doll,Democratic,mo,Heidi Swank,Democratic,NV,0.11667130079119105
Jo Doll,Democratic,mo,Steve Yeager,Democratic,nv,0.1192965480895081
Abby Lee,Republican,id,Tyler Vorpagel,Republican,wi,0.12382017587638423
Tom Sullivan,Democratic,co,Monica Duran,Democratic,co,0.09666572499714002
Tom Sullivan,Democratic,co,Christopher Louis Kennedy,Democratic,co,0.11147059706806907
Tom Sullivan,Democratic,co,Brittany Pettersen,Democratic,co,0.1230307696593857
Tom Sullivan,Democratic,co,Susan Lontine,Democratic,co,0.1453833045997901
Rob Bryan,Republican,NC,Vance Aloupis,Republican,fl,0.0009224292709802925
Rob Bryan,Republican,NC,Aaron Bean,Republican,fl,0.015590399165191112
Rob Bryan,Republican,NC,Gayle Harrell,Republican,fl,0.06620289538243782
Rob Bryan,Republican,NC,Dennis Baxley,Republican,fl,0.07720694615281797
Carol Hall,Republican,ct,Janet Howell,Democratic,va,0.09504145569730627
Carol Hall,Republican,ct,Laura Supica,Democratic,me,0.10842296315708987
Mae Flexer,Democratic,ct,Sue Errington,Democratic,in,0.0875425297300821
Mae Flexer,Democratic,ct,Valarie Lawson,Democratic,ri,0.08939309595668005
Mae Flexer,Democratic,ct,Bob Duff,Democratic,ct,0.11714970419287186
Mae Flexer,Democratic,ct,Angela Williams,Democratic,CO,0.13939122870480672
Shawn Thierry,Democratic,tx,Celia Israel,Democratic,tx,0.012739110610131677
Shawn Thierry,Democratic,tx,Eddie Rodriguez,Democratic,tx,0.02799587001850341
Shawn Thierry,Democratic,tx,Sarah Davis,Republican,TX,0.05700448412457108
Shawn Thierry,Democratic,tx,Trey Martinez Fischer,Democratic,tx,0.07307726080573053
Christine Marsh,Democratic,az,Pamela Powers Hannley,Democratic,az,0.03475005683788809
Christine Marsh,Democratic,az,Roger Montoya,Democratic,nm,0.043231677887916396
Christine Marsh,Democratic,az,Elizabeth Thomson,Democratic,nm,0.05951055968321117
Christine Marsh,Democratic,az,Richard Andrade,Democratic,az,0.06285426441105944
David LeBoeuf,Democratic,ma,Patty Kim,Democratic,pa,0.0
David LeBoeuf,Democratic,ma,Brendan Crighton,Democratic,ma,0.0
David LeBoeuf,Democratic,ma,Elizabeth Malia,Democratic,ma,0.0
David LeBoeuf,Democratic,ma,Nick Collins,Democratic,ma,0.0
David LeBoeuf,Democratic,ma,Peter Capano,Democratic,ma,0.0
Ben Baker,Republican,mo,Wendy Rogers,Republican,az,0.046558289362190086
Ben Baker,Republican,mo,Sonny Borrelli,Republican,az,0.049183574293166214
Ben Baker,Republican,mo,Dennis Powers,Republican,tn,0.04963294273290953
Ben Baker,Republican,mo,Richard Littlefield,Republican,nh,0.05105727029689893
https://www.google.com/search?client=safari&rls=en&q=Massachusetts+David+LeBoeuf&ie=UTF-8&oe=UTF-8,nan,David LeBoeuf,Anthony Rodriguez,Republican,fl,0.0
https://www.google.com/search?client=safari&rls=en&q=Massachusetts+David+LeBoeuf&ie=UTF-8&oe=UTF-8,nan,David LeBoeuf,Geraldine Valentino-Smith,Democratic,md,0.0
https://www.google.com/search?client=safari&rls=en&q=Massachusetts+David+LeBoeuf&ie=UTF-8&oe=UTF-8,nan,David LeBoeuf,James Morefield,Republican,va,0.0
https://www.google.com/search?client=safari&rls=en&q=Massachusetts+David+LeBoeuf&ie=UTF-8&oe=UTF-8,nan,David LeBoeuf,Angie Hatton,Democratic,ky,0.0
https://www.google.com/search?client=safari&rls=en&q=Massachusetts+David+LeBoeuf&ie=UTF-8&oe=UTF-8,nan,David LeBoeuf,Neil Breslin,Democratic,ny,0.0
Lonnie Hosey,Democratic,sc,Deanna Ballard,Republican,nc,0.14929367557061907
Lee Heider,Republican,id,Anthony Rodriguez,Republican,fl,0.0
Lee Heider,Republican,id,Geraldine Valentino-Smith,Democratic,md,0.0
Lee Heider,Republican,id,James Morefield,Republican,va,0.0
Lee Heider,Republican,id,Angie Hatton,Democratic,ky,0.0
Lee Heider,Republican,id,Neil Breslin,Democratic,ny,0.0
2013,nan,cook,"May 14, 2013",nan,https://www.google.com/search?client=safari&rls=en&q=Michigan+Jim+Ananich&ie=UTF-8&oe=UTF-8,0.0
2013,nan,cook,"November 8, 2016",nan,cook,0.0
2013,nan,cook,"November 6, 2018",nan,cook,0.0
2013,nan,cook,"November 5, 2014",nan,cook,0.0
2013,nan,cook,"November 7, 2018",nan,official,0.0
Mary Lightbody,Democratic,oh,J. D. Ford,Democratic,in,0.1496176430301868
Logan Wilde,Republican,UT,Mike Schultz,Republican,ut,0.11632069092446962
Karen McCormick,Democratic,co,Jessie Danielson,Democratic,co,0.060314564408134326
Karen McCormick,Democratic,co,Kyle Mullica,Democratic,co,0.1272433045229713
Karen McCormick,Democratic,co,Rhonda Fields,Democratic,co,0.1301559767665644
Karen McCormick,Democratic,co,Christopher Pearson,Independent,vt,0.14149649215268925
Dawn Addiego,Republican,nj,Christopher Bateman,Republican,nj,0.003739456638834182
Dawn Addiego,Republican,nj,Steve Oroho,Republican,nj,0.034489154469997785
Dawn Addiego,Republican,nj,Gerald Cardinale,Republican,NJ,0.04349317869290522
Dawn Addiego,Republican,nj,James W. Holzapfel,Republican,nj,0.04650185767668486
Alessandra Biaggi,Democratic,ny,Dave Min,Democratic,ca,0.08898928843640148
Alessandra Biaggi,Democratic,ny,Anna Kelles,Democratic,ny,0.10187861903112004
Alessandra Biaggi,Democratic,ny,Stephanie Chang,Democratic,mi,0.10260784253574234
Alessandra Biaggi,Democratic,ny,Mallory McMorrow,Democratic,mi,0.11736570591740463
Price Wallace,Republican,ms,Wes Climer,Republican,sc,0.011018259988099468
Price Wallace,Republican,ms,Mac Huddleston,Republican,ms,0.016170107281964476
Price Wallace,Republican,ms,Charles Beckett,Republican,ms,0.02112613195835423
Price Wallace,Republican,ms,Max Wise,Republican,ky,0.02218374920069494
Glen Casada,Republican,tn,Anthony Rodriguez,Republican,fl,0.0
Glen Casada,Republican,tn,Geraldine Valentino-Smith,Democratic,md,0.0
Glen Casada,Republican,tn,James Morefield,Republican,va,0.0
Glen Casada,Republican,tn,Angie Hatton,Democratic,ky,0.0
Glen Casada,Republican,tn,Neil Breslin,Democratic,ny,0.0
George Cleveland,Republican,nc,Anthony Sabatini,Republican,fl,0.025297995320751873
George Cleveland,Republican,nc,David Clark,Republican,ga,0.0749930609780926
George Cleveland,Republican,nc,Chuck Payne,Republican,ga,0.10752018305578381
George Cleveland,Republican,nc,Ted Alexander,Republican,nc,0.12334075245528255
Wendy Davis Schuler,Republican,wy,Anthony Rodriguez,Republican,fl,0.0
Wendy Davis Schuler,Republican,wy,Geraldine Valentino-Smith,Democratic,md,0.0
Wendy Davis Schuler,Republican,wy,James Morefield,Republican,va,0.0
Wendy Davis Schuler,Republican,wy,Angie Hatton,Democratic,ky,0.0
Wendy Davis Schuler,Republican,wy,Neil Breslin,Democratic,ny,0.0
Mike Gipson,Democratic,ca,Catalina Cruz,Democratic,ny,0.1376733798491615
Mike Gipson,Democratic,ca,Alex Lee,Democratic,ca,0.14101209468602766
Mike Gipson,Democratic,ca,Nily Rozic,Democratic,ny,0.1439018706222952
Mike Gipson,Democratic,ca,Andrew Gounardes,Democratic,ny,0.14523060963891873
Tracy Kraft-Tharp,Democratic,CO,Jovan Melton,Democratic,CO,0.0017531642900581476
Tracy Kraft-Tharp,Democratic,CO,Rachel Zenzinger,Democratic,co,0.02053994255319544
Tracy Kraft-Tharp,Democratic,CO,Pete Lee,Democratic,co,0.07083788397889183
Tracy Kraft-Tharp,Democratic,CO,Kerry Donovan,Democratic,co,0.1331176384877102
Jennifer McClellan,Democratic,va,Arthur L. Haywood III,Democratic,pa,0.001299495369892663
Jennifer McClellan,Democratic,va,Matt Lesser,Democratic,ct,0.010287748168136561
Jennifer McClellan,Democratic,va,Jack Lewis,Democratic,ma,0.02116725939063713
Jennifer McClellan,Democratic,va,Bryan Townsend,Democratic,de,0.0264020673987663
Greg Bonnen,Republican,tx,John N. Raney,Republican,tx,0.0
Greg Bonnen,Republican,tx,Todd Ames Hunter,Republican,tx,0.0
Greg Bonnen,Republican,tx,Angie Chen Button,Republican,tx,0.0
Greg Bonnen,Republican,tx,Drew Darby,Republican,tx,0.0
Greg Bonnen,Republican,tx,Drew Springer Jr.,Republican,tx,1.4901161193847656e-08
Carol Blood,Democratic,ne,Carol Ammons,Democratic,il,0.130304999878709
Carol Blood,Democratic,ne,Teresa Fedor,Democratic,OH,0.14790641583247635
Roger Goodman,Democratic,wa,Anthony Rodriguez,Republican,fl,0.0
Roger Goodman,Democratic,wa,Geraldine Valentino-Smith,Democratic,md,0.0
Roger Goodman,Democratic,wa,James Morefield,Republican,va,0.0
Roger Goodman,Democratic,wa,Angie Hatton,Democratic,ky,0.0
Roger Goodman,Democratic,wa,Neil Breslin,Democratic,ny,0.0
Peter Schweyer,Democratic,pa,Anthony Delcollo,Republican,DE,0.10776645590309052
Peter Schweyer,Democratic,pa,Elizabeth Hernandez,Democratic,il,0.14663874780438155
Peter Schweyer,Democratic,pa,Edward Gainey,Democratic,pa,0.1495837299637197
Val Potter,Republican,UT,Jerry Stevenson,Republican,ut,0.06763730217246262
Val Potter,Republican,UT,Stewart Barlow,Republican,ut,0.10535863200483217
Val Potter,Republican,UT,Eric Hutchings,Republican,UT,0.11185422346282563
Sean Roberts,Republican,ok,Anthony Rodriguez,Republican,fl,0.0
Sean Roberts,Republican,ok,Geraldine Valentino-Smith,Democratic,md,0.0
Sean Roberts,Republican,ok,James Morefield,Republican,va,0.0
Sean Roberts,Republican,ok,Angie Hatton,Democratic,ky,0.0
Sean Roberts,Republican,ok,Neil Breslin,Democratic,ny,0.0
Joseph Griffo,Republican,ny,George A. Amedore Jr.,Republican,NY,0.1175120811903951
Brian Clem,Democratic,or,Anthony Rodriguez,Republican,fl,0.0
Brian Clem,Democratic,or,Geraldine Valentino-Smith,Democratic,md,0.0
Brian Clem,Democratic,or,James Morefield,Republican,va,0.0
Brian Clem,Democratic,or,Angie Hatton,Democratic,ky,0.0
Brian Clem,Democratic,or,Neil Breslin,Democratic,ny,0.0
Jason White,Republican,ms,Damon Thayer,Republican,ky,0.06924817415801206
Jason White,Republican,ms,David Osborne,Republican,ky,0.07899373292587505
Jason White,Republican,ms,J. Walter Michel,Republican,ms,0.10408552682356677
Jason White,Republican,ms,John Carney,Republican,ky,0.1282628792508608
Todd Prichard,Democratic,ia,Anthony Rodriguez,Republican,fl,0.0
Todd Prichard,Democratic,ia,Geraldine Valentino-Smith,Democratic,md,0.0
Todd Prichard,Democratic,ia,James Morefield,Republican,va,0.0
Todd Prichard,Democratic,ia,Angie Hatton,Democratic,ky,0.0
Todd Prichard,Democratic,ia,Neil Breslin,Democratic,ny,0.0
Suhas Subramanyam,Democratic,va,Adam Ebbin,Democratic,va,0.09936709382943901
Suhas Subramanyam,Democratic,va,Rip Sullivan,Democratic,va,0.10554445875470711
Suhas Subramanyam,Democratic,va,Jerrauld Jones,Democratic,va,0.12393911544396673
Suhas Subramanyam,Democratic,va,Kathleen Murphy,Democratic,va,0.13070564266430737
Mike Moon,Republican,mo,Bill Post,Republican,or,0.14481230784500768
William J. Wivell,Republican,md,Anthony Rodriguez,Republican,fl,0.0
William J. Wivell,Republican,md,Geraldine Valentino-Smith,Democratic,md,0.0
William J. Wivell,Republican,md,James Morefield,Republican,va,0.0
William J. Wivell,Republican,md,Angie Hatton,Democratic,ky,0.0
William J. Wivell,Republican,md,Neil Breslin,Democratic,ny,0.0
Jennifer Arndt,Democratic,co,Joann Ginal,Democratic,co,0.06736891444426657
Jennifer Arndt,Democratic,co,Dominick Moreno,Democratic,co,0.12617718068920378
Henry Stern,Democratic,ca,Rob Bonta,Democratic,CA,0.062260894899593966
Henry Stern,Democratic,ca,Alicia Hyndman,Democratic,ny,0.06558910146425485
Henry Stern,Democratic,ca,Chantel Jackson,Democratic,ny,0.06960177608366065
Henry Stern,Democratic,ca,James Skoufis,Democratic,ny,0.06995677240212772
P. K. Martin IV,Republican,GA,Doug Broxson,Republican,fl,0.11338970385734766
P. K. Martin IV,Republican,GA,Mike La Rosa,Republican,FL,0.12405756738417555
P. K. Martin IV,Republican,GA,Jayer Williamson,Republican,fl,0.1329419714351148
P. K. Martin IV,Republican,GA,Don Parsons,Republican,ga,0.1339580922375318
Daniele Monroe-Moreno,Democratic,nv,Doug Beck,Democratic,mo,0.07001870709288889
Daniele Monroe-Moreno,Democratic,nv,Howard Watts III,Democratic,nv,0.07126527326864741
Daniele Monroe-Moreno,Democratic,nv,Selena Torres,Democratic,nv,0.07174936884857921
Daniele Monroe-Moreno,Democratic,nv,Ozzie Fumo,Democratic,NV,0.07722661262969721
Michael Gianaris,Democratic,ny,Ian Calderon,Democratic,CA,0.08772387649285351
Michael Gianaris,Democratic,ny,Kevin Thomas,Democratic,ny,0.10031235602087374
Michael Gianaris,Democratic,ny,Marc Levine,Democratic,ca,0.10970725507954251
Michael Gianaris,Democratic,ny,Zohran Mamdani,Democratic,ny,0.11889371337509637
Don Coram,Republican,co,Ed Stafman,Democratic,mt,0.06955217193454298
Don Coram,Republican,co,Robert Hilkemann,Independent,ne,0.1431023771027522
Mary Kiffmeyer,Republican,mn,Mariannette Miller-Meeks,Republican,IA,0.0659389896502031
Mary Kiffmeyer,Republican,mn,Dave Williams,Democratic,ia,0.07994066719054624
Mary Kiffmeyer,Republican,mn,Fred Deutsch,Republican,sd,0.09745812224832164
Mary Kiffmeyer,Republican,mn,Jeremy Munson,Republican,mn,0.10826971437977899
Tammy Townley,Republican,ok,Sam Creekmore IV,Republican,ms,0.062379127826208
Tammy Townley,Republican,ok,Steve Livingston,Republican,al,0.06342317612277726
Tammy Townley,Republican,ok,Charles McCall,Republican,ok,0.06485183829754824
Tammy Townley,Republican,ok,Thomas McElveen,Democratic,sc,0.0648626412322153
Catherine Osten,Democratic,ct,Edward F. Coppinger,Democratic,ma,0.0
Catherine Osten,Democratic,ct,Kate Hogan,Democratic,ma,0.0
Catherine Osten,Democratic,ct,Elizabeth Malia,Democratic,ma,0.0
Catherine Osten,Democratic,ct,Brian Ashe,Democratic,ma,0.0
Catherine Osten,Democratic,ct,David LeBoeuf,Democratic,ma,0.0
Jason Isaacson,Democratic,mn,Heather Edelson,Democratic,mn,0.0
Jason Isaacson,Democratic,mn,Rena Moran,Democratic,mn,0.0
Jason Isaacson,Democratic,mn,Athena Hollins,Democratic,mn,0.0
Jason Isaacson,Democratic,mn,John Marty,Democratic,mn,0.0
Jason Isaacson,Democratic,mn,Mohamud Noor,Democratic,mn,0.0
R. Michael Young,Republican,IN,Isaac Latterell,Republican,SD,0.10188134945374776
Declan O'Scanlon,Republican,nj,Dave Senjem,Republican,mn,0.12474681236182827
J. Stuart Adams,Republican,ut,Deidre Henderson,Republican,UT,0.05825472223337778
J. Stuart Adams,Republican,ut,Todd Weiler,Republican,ut,0.1279870093696501
J. Stuart Adams,Republican,ut,Candice Pierucci,Republican,ut,0.1381856305795575
Jeremy Munson,Republican,mn,Fred Deutsch,Republican,sd,0.08534960467132026
Jeremy Munson,Republican,mn,Scott Jensen,Republican,MN,0.09797713458336396
Jeremy Munson,Republican,mn,Mary Kiffmeyer,Republican,mn,0.10826971437977899
